"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Misc","THQ","Pipeworks Software, Inc.",NA,2010-11-14,2.44,11
"Simulation","Electronic Arts","Maxis",NA,2003-12-15,2.43,12
"Shooter","Ubisoft","Ubisoft Montreal",8.2,2008-03-18,2.42,3
"Platform","Sega","Sonic Team",8.9,1999-09-09,2.42,9
"Racing","Electronic Arts","EA Black Box",7.4,2006-10-31,2.42,10
"Shooter","Microsoft Studios","343 Industries",8,2011-11-15,2.41,11
"Action-Adventure","Microsoft Studios","Frontier Developments",8.5,2011-11-15,2.41,11
"Racing","Electronic Arts","EA Black Box",NA,2007-11-13,2.41,11
"Sports","Konami","Konami",6,2010-10-05,2.41,10
"Sports","2K Sports","Visual Concepts",8.3,2015-09-29,2.41,9
"Racing","Sony Computer Entertainment","Rainbow Studios",8.4,2001-02-05,2.41,2
"Racing","Microsoft Studios","Turn 10 Studios",NA,2013-11-22,2.4,11
"Action-Adventure","Warner Bros. Interactive Entertainment","Warner Bros. Interactive Entertainment",NA,2013-10-25,2.4,10
"Racing","Rockstar Games","Rockstar San Diego",8,2008-10-20,2.4,10
"Puzzle","Jaleco","Atlus Co.",NA,1996-10-18,2.4,10
"Sports","EA Sports","EA Tiburon",8.4,2010-08-10,2.4,8
"Strategy","Electronic Arts","Bullfrog Productions",5.5,1997-03-31,2.4,3
"Sports","Majesco","Pipeworks Software, Inc.",NA,2010-11-18,2.39,11
"Adventure","Konami","Konami",6.7,2001-10-24,2.39,10
"Misc","Hasbro Interactive","Unknown",NA,1995-01-01,2.39,1
"Fighting","Acclaim Entertainment","Probe Entertainment Limited",NA,1994-01-01,2.39,1
"Action","Deep Silver","Techland",7,2011-09-06,2.38,9
"Fighting","THQ","Aki Corp.",NA,1998-10-26,2.38,10
"Action","THQ","Heavy Iron Studios",5.9,2004-10-31,2.37,10
"Sports","EA Sports","EA Tiburon",8.5,2009-08-14,2.37,8
"Sports","EA Sports","EA Tiburon",8.7,2007-08-14,2.37,8
"Sports","Activision","Neversoft Entertainment",NA,2004-10-04,2.37,10
"Misc","Sega","Backbone Entertainment",8.1,2009-02-10,2.36,2
"Shooter","Activision","Bungie",NA,2017-09-06,2.35,9
"Adventure","LucasArts","Traveller's Tales",7.8,2008-06-03,2.35,6
"Action","Warner Bros. Interactive Entertainment","Traveller's Tales",NA,2013-10-22,2.34,10
"Fighting","THQ","Yuke's Media Creations",NA,2007-11-13,2.34,11
"Role-Playing","Electronic Arts","BioWare Edmonton",8.6,2014-11-18,2.34,11
"Sports","Microsoft Studios","Rare Ltd.",6.6,2011-10-25,2.33,10
"Sports","EA Sports","EA Tiburon",7.8,2013-08-27,2.33,8
"Action","Take-Two Interactive","DMA Design",6,1998-06-30,2.32,6
"Sports","Ubisoft","Ubisoft",7.1,2008-12-02,2.32,12
"Action","Ubisoft","Ubisoft Montreal",8.3,2013-11-22,2.32,11
"Sports","989 Studios","Idol Minds Digital Entertainment",NA,1998-10-28,2.31,10
"Racing","Electronic Arts","EA Canada",NA,1999-03-01,2.31,3
"Simulation","Electronic Arts","The Sims Studio",8,2010-10-26,2.31,10
"Action","LucasArts","Traveller's Tales",8,2007-11-06,2.31,11
"Shooter","Electronic Arts","EA Redwood Shores",NA,2004-02-17,2.31,2
"Action","Deep Silver","Techland",6.7,2011-09-06,2.29,9
"Adventure","Eidos Interactive","Core Design Ltd.",8.2,1997-10-31,2.29,10
"Adventure","Warner Bros. Interactive","Traveller's Tales",8,2010-06-29,2.29,6
"Sports","Konami","Konami",7,2009-11-03,2.28,11
"Racing","Electronic Arts","EA Black Box",8,2004-11-15,2.28,11
"Sports","Electronic Arts","EA Canada",NA,2008-10-14,2.28,10
"Sports","EA Sports","EA Tiburon",7.8,2011-08-30,2.27,8
"Shooter","LucasArts","Pandemic Studios",NA,2005-11-01,2.27,11
"Shooter","2K Games","Gearbox Software",NA,2012-09-18,2.27,9
"Action-Adventure","Hello Games","Hello Games",6.8,2016-08-09,2.26,8
"Sports","EA Sports","EA Tiburon",NA,2014-08-26,2.25,8
"Misc","RedOctane","Neversoft",8.2,2007-10-28,2.25,10
"Misc","Ubisoft","Ubisoft Paris",NA,2010-11-09,2.25,11
"Sports","Sony Computer Entertainment","UEP Systems",NA,1997-10-31,2.25,10
"Platform","Sega","Dimps Corporation / Sonic Team",NA,2002-02-04,2.24,2
"Shooter","Activision","EXAKT Entertainment",6.8,2006-11-14,2.24,11
"Simulation","Konami","Konami Computer Entertainment Tokyo",NA,2009-10-27,2.23,10
"Action","Ultra Games","Konami",NA,1990-12-01,2.23,12
"Platform","Vivendi Games","Digital Eclipse",NA,2001-10-29,2.23,10
"Adventure","Ubisoft","Ubisoft Montreal",9,2003-11-06,2.22,11
"Sports","Electronic Arts","EA Sports",NA,2018-09-28,2.22,9
"Shooter","Electronic Arts","EA DICE",NA,2018-11-20,2.22,11
"Action","LucasArts","LucasArts",6.8,2008-09-16,2.22,9
"Sports","2K Sports","Visual Concepts",NA,2013-10-01,2.22,10
"Misc","RedOctane","Harmonix Music Systems",9.2,2007-04-03,2.21,4
"Sports","EA Sports","EA Tiburon",NA,2018-08-10,2.21,8
"Misc","MTV Games","Harmonix Music Systems",9.2,2008-09-14,2.2,9
"Adventure","LucasArts","Traveller's Tales",NA,2008-06-03,2.2,6
"Racing","Electronic Arts","Criterion Games",8.8,2010-11-16,2.2,11
"Shooter","2K Games","2K Marin",8.6,2010-02-09,2.2,2
"Sports","Tengen","Namco",NA,1988-01-01,2.2,1
"Puzzle","Disney Interactive Studios","Artificial Mind and Movement",7.3,2007-08-14,2.2,8
"Sports","EA Sports","EA Canada",7.9,2014-09-23,2.19,9
"Platform","Activision","Beenox",NA,2013-10-13,2.19,10
"Sports","Konami","Konami",7.5,2011-09-27,2.19,9
"Role-Playing","LucasArts","BioWare Corp.",9.4,2003-07-17,2.19,7
"Role-Playing","Square Enix","Square Enix",8.1,2010-03-09,2.19,3
"Shooter","Activision","Bungie",NA,2015-09-15,2.18,9
"Racing","Electronic Arts","Ghost Games",5.8,2017-11-10,2.18,11
"Racing","Sony Computer Entertainment","Rainbow Studios",8.7,2002-11-09,2.18,11
"Racing","Electronic Arts","Ghost Games",NA,2013-11-15,2.17,11
"Shooter","Microsoft Studios","PUBG Corporation",NA,2017-12-12,2.17,12
"Platform","Activision","Toys for Bob",NA,2018-11-13,2.17,11
"Sports","Ubisoft","Ubisoft",6,2009-11-24,2.16,11
"Simulation","Maxis","Maxis",NA,2001-03-26,2.16,3
"Misc","Sony Interactive Entertainment","SIE London Studio",NA,2016-10-13,2.16,10
"Shooter","989 Studios","Eidetic",NA,2000-02-29,2.15,2
"Shooter","Electronic Arts","EA DICE",NA,2015-03-17,2.15,3
"Shooter","Activision","Amaze Entertainment",6.1,2007-03-13,2.14,3
"Simulation","Maxis","Maxis",8,1993-01-01,2.14,1
"Sports","2K Sports","Visual Concepts",9,2011-10-04,2.13,10
"Simulation","Konami","Konami Computer Entertainment Tokyo",NA,2004-09-21,2.13,9
"Shooter","Imagic","Imagic",NA,1982-01-01,2.13,1
"Shooter","2K Games","Gearbox Software",8.2,2009-10-20,2.12,10
"Fighting","Warner Bros. Interactive Entertainment","NetherRealm Studios",8.6,2011-04-19,2.12,4
"Sports","Activision","Edge of Reality",9.3,2000-02-29,2.11,2
"Racing","Electronic Arts","EA Seattle",8.7,2002-10-01,2.11,10
"Sports","Konami","Konami",7.7,2008-11-11,2.11,11
"Sports","2K Sports","Visual Concepts",8.8,2010-10-05,2.11,10
"Platform","THQ","Heavy Iron Studios",NA,2002-05-20,2.1,5
"Shooter","Electronic Arts","EA DICE",NA,2013-11-22,2.09,11
"Action","THQ","Traveller's Tales",NA,2003-05-09,2.09,5
"Sports","EA Sports","EA Tiburon",NA,2014-08-26,2.09,8
"Adventure","Rockstar Games","Rockstar North",9,2010-04-13,2.09,4
"Racing","Electronic Arts","EA Black Box",7.4,2005-11-15,2.09,11
"Music","Ubisoft","Ubisoft Paris",NA,2014-10-21,2.09,10
"Puzzle","THQ","Blue Planet Software",NA,2002-03-20,2.08,3
"Action","Konami","Kojima Productions",8.6,2010-06-08,2.08,6
"Misc","MTV Games","Harmonix Music Systems",8.2,2008-06-22,2.08,6
"Strategy","Electronic Arts","Bullfrog Productions",8.1,1999-10-31,2.08,10
"Misc","Activision","Endemol",NA,2010-06-22,2.08,6
"Shooter","Valve","Valve Software",9.6,2011-04-19,2.08,4
"Fighting","THQ","Yuke's Osaka",8.4,2009-05-19,2.07,5
"Shooter","Gotham Games","Big Grub",NA,2002-10-31,2.07,10
"Simulation","Konami","Bemani",NA,2007-09-25,2.07,9
"Adventure","Square Enix","Crystal Dynamics",NA,2016-10-11,2.07,10
"Simulation","Electronic Arts","Maxis",4.8,2006-10-31,2.07,10
"Shooter","Activision","Infinity Ward",8.8,2005-11-17,2.06,11
"Racing","Namco","Namco",9.1,1999-05-04,2.06,5
"Action","THQ","Helixe",5.4,2004-10-31,2.06,10
"Action","Disney Interactive Studios","Avalanche Software",NA,2010-06-15,2.06,6
"Action","Square Enix","IO Interactive",NA,2012-11-20,2.06,11
"Action","Ubisoft","Ubisoft Montreal",8.6,2010-04-13,2.06,4
"Racing","Electronic Arts","EA Vancouver",5.9,2008-11-17,2.06,11
"Sports","Namco","Namco",NA,1989-07-28,2.05,7
"Role-Playing","Namco Bandai","From Software",9,2011-10-04,2.05,10
"Fighting","Midway Games","Midway Amusement Games",7.6,2008-11-16,2.05,11
"MMO","Bethesda Softworks","ZeniMax Online Studios",NA,2015-06-09,2.05,6
"Racing","Electronic Arts","EA Black Box",7.1,2007-11-15,2.05,11
"Sports","Arena Entertainment","Iguana Entertainment",NA,1993-01-01,2.05,1
"Shooter","Sony Computer Entertainment","Zipper Interactive",NA,2006-11-07,2.04,11
"Role-Playing","Square Enix","Square Enix",9.5,2018-09-04,2.04,9
"Racing","Microsoft Game Studios","Bizarre Creations",8.6,2007-10-02,2.04,10
"Racing","Electronic Arts","EA Black Box",7.2,2007-11-13,2.04,11
"Sports","2K Sports","Visual Concepts",8.8,2016-09-16,2.04,9
"Music","Microsoft","Harmonix Music Systems",8.6,2011-10-25,2.04,10
"Misc","2K Play","Cat Daddy Games",NA,2008-07-08,2.04,7
"Action","Warner Bros. Interactive Entertainment","Monolith Productions",NA,2017-10-10,2.04,10
"Action","Ubisoft","Ubisoft Montpellier",NA,2005-11-21,2.04,11
"Sports","Electronic Arts","EA Tiburon",7.5,2013-08-27,2.04,8
"Sports","EA Sports","EA Canada",NA,2003-10-14,2.03,10
"Sports","EA Sports","EA Black Box",NA,2010-05-11,2.03,5
"Misc","Ubisoft","Ubisoft Paris",7.1,2008-11-18,2.03,11
"Simulation","Electronic Arts","The Sims Studio",8.1,2010-10-26,2.03,10
"Sports","2K Sports","Visual Concepts",7.7,2017-09-19,2.02,9
"Sports","505 Games","Psyonix Studios",8.7,2016-07-05,2.02,7
"Misc","Ubisoft","Ubisoft Paris",5.5,2011-10-07,2.02,10
"Racing","Electronic Arts","EA Black Box",6.3,2011-11-15,2.01,11
"Shooter","Activision","Treyarch",NA,2015-11-06,2.01,11
"Puzzle","Midway Games","Midway Studios San Diego",6.9,2007-06-25,2,6
"Shooter","Electronic Arts","EA Redwood Shores",8.9,2008-10-13,2,10
"Action","Activision","Acquire",8.8,1998-08-31,1.99,8
"Adventure","Electronic Arts","Eurocom Entertainment Software",7.2,2002-11-14,1.99,11
"Fighting","Midway Games","Midway Amusement Games",7.6,2008-11-16,1.99,11
"Adventure","Electronic Arts","Argonaut Games",NA,2002-11-14,1.98,11
"Action-Adventure","Square Enix","Avalanche Studios",7.5,2015-12-01,1.98,12
"Action","Bethesda Softworks","Arkane Studios",NA,2016-11-10,1.97,11
"Action","Atari","Atari",NA,1982-01-01,1.97,1
"Action","Capcom","Capcom",NA,2012-10-02,1.97,10
"Shooter","2K Games","Irrational Games",NA,2013-03-26,1.97,3
"Platform","VU Games","Check Six Games",NA,2002-11-03,1.97,11
"Sports","Sony Computer Entertainment","Clap Hanz",8.4,2005-05-03,1.96,5
"Action","Warner Bros. Interactive Entertainment","Traveller's Tales",NA,2013-10-22,1.96,10
"Shooter","Activision","Treyarch",NA,2015-11-06,1.95,11
"Sports","EA Sports BIG","EA Canada",NA,2003-04-28,1.95,4
"Shooter","Ubisoft","Ubisoft Montreal",8.8,2006-11-20,1.95,11
"Action","Rockstar Games","Rockstar North",9.2,2005-06-07,1.95,6
"Shooter","LucasArts","LucasArts",NA,1995-02-28,1.95,2
"Racing","VU Games","Vicarious Visions",NA,2003-11-13,1.95,11
"Racing","Electronic Arts","Criterion Games",9,2008-01-22,1.95,1
"Adventure","THQ","Art",NA,2001-10-04,1.94,10
"Shooter","Ubisoft","Red Storm Entertainment",NA,2002-11-11,1.94,11
"Shooter","Activision","EXAKT Entertainment",8.1,2008-11-10,1.94,11
"Fighting","EA Sports BIG","Aki Corporation",NA,2003-03-31,1.94,3
"Racing","Microsoft Studios","Playground Games",NA,2012-10-23,1.94,10
"Misc","Activision","Unknown",NA,2014-09-09,1.94,9
"Racing","Sony Computer Entertainment","SingleTrac",NA,1997-10-31,1.94,10
"Sports","Electronic Arts","EA Canada",8.7,2008-10-14,1.94,10
"Role-Playing","Activision","Raven Software",8.6,2004-09-21,1.93,9
"Fighting","Sega","Sega-AM2",NA,1996-01-01,1.93,1
"Fighting","Acclaim Entertainment","Sculptured Software",NA,1994-01-01,1.93,1
"Simulation","Electronic Arts","Maxis",NA,2003-10-28,1.92,10
"Adventure","Nintendo","Flagship",9.4,2001-05-13,1.92,5
"Misc","Activision","Neversoft Entertainment",8.5,2008-10-26,1.92,10
"Shooter","Electronic Arts","EA DICE",NA,2017-11-17,1.92,11
"Shooter","THQ","Volition Inc.",9.1,2001-05-21,1.92,5
"Racing","THQ","Rainbow Studios",NA,2004-02-17,1.92,2
"Action","Warner Bros. Interactive Entertainment","Traveller's Tales",NA,2013-11-15,1.91,11
"Sports","EA Sports","EA Tiburon",8.8,2017-08-25,1.91,8
"Racing","Electronic Arts","Slightly Mad Studios",8.2,2009-09-15,1.91,9
"Simulation","LucasArts","Factor 5",9.2,2001-11-09,1.9,11
"Action","Square Enix","Crystal Dynamics",8.5,2013-03-05,1.9,3
"Action-Adventure","Warner Bros. Interactive Entertainment","Warner Bros. Interactive Entertainment",NA,2013-10-25,1.9,10
"Misc","Disney Interactive Studios","Papaya Studios",NA,2009-09-15,1.89,9
"Sports","EA Sports","EA Tiburon",8.6,2008-08-12,1.89,8
"Misc","Electronic Arts","EA Bright Light",NA,2008-10-20,1.89,10
"Sandbox","Mojang","4J Studios",9.2,2018-06-21,1.89,6
"Sports","Sony Computer Entertainment","Clap Hanz",NA,2000-02-29,1.88,2
"Fighting","Midway Games","Midway Games",7.4,2004-10-04,1.88,10
"Misc","Midway Games","FarSight Studios",NA,2008-10-06,1.88,10
"Shooter","Electronic Arts","EA Los Angeles",NA,2005-06-07,1.88,6
"Fighting","THQ","Inland Productions",NA,1998-01-31,1.88,1
"Sports","EA Sports","EA Canada",8.8,1999-10-09,1.87,10
"Misc","Disney Interactive Studios","Artificial Mind and Movement",NA,2007-10-30,1.87,10
"Action","Sony Computer Entertainment","Sucker Punch Productions",8.1,2011-06-07,1.87,6
"Misc","Sony Computer Entertainment","SCEE London Studio",8,2004-05-21,1.86,5
"Role-Playing","Sony Computer Entertainment","SCEI",7.8,2000-06-11,1.86,6
"Platform","Sega","Sonic Team",7.5,2010-03-02,1.86,3
"Adventure","Nintendo","Flagship",9.3,2001-05-13,1.86,5
"Action","Bethesda Softworks","Tango Gameworks",7.7,2014-10-14,1.86,10
"Platform","Activision","Luxoflux, Inc.",6.9,2004-04-28,1.86,4
"Action","LucasArts","Krome Studios",6.8,2008-09-16,1.86,9
"Shooter","Rockstar Games","Rockstar Vancouver",NA,2012-05-15,1.86,5
"Sports","EA Sports","EA Canada",NA,2001-10-29,1.86,10
"Sports","EA Sports","EA Tiburon",NA,2005-08-08,1.86,8
"Action","Disney Interactive Studios","Disney Interactive Studios",NA,2009-02-03,1.85,2
"Platform","Sony Computer Entertainment","Naughty Dog",NA,2004-11-09,1.85,11
"Racing","Microsoft Studios","Playground Games",9.2,2018-10-02,1.84,10
"Misc","Ubisoft","Ubisoft Paris",6.6,2007-11-15,1.84,11
"Sports","EA Sports","EA Tiburon",NA,2005-07-11,1.84,7
"Racing","Unknown","Polyphony Digital",NA,NA,1.84,NA
"Misc","THQ","Sega",NA,2005-11-11,1.83,11
"Racing","Sony Computer Entertainment","SingleTrac",NA,1996-10-31,1.83,10
"Role-Playing","Bethesda Softworks","Bethesda Softworks",8.1,2016-10-28,1.83,10
"Action-Adventure","Ubisoft","Ubisoft Montreal",NA,2014-05-27,1.83,5
"Shooter","2K Games","Irrational Games",9.5,2013-03-26,1.82,3
"Platform","Sega","Sonic Team",NA,1994-10-17,1.82,10
"Misc","Namco","Mass Media",NA,2001-12-04,1.82,12
"Shooter","Electronic Arts","Valve Software",9.7,2007-10-10,1.82,10
"Role-Playing","Square Enix","Square Enix",NA,2017-07-29,1.82,7
"Simulation","Electronic Arts","Maxis",NA,2001-11-21,1.82,11
"Racing","Sega","Hitmaker",9.3,2000-01-24,1.81,1
"Simulation","Konami","Konami Computer Entertainment Tokyo",NA,2003-09-23,1.81,9
"Platform","Sony Computer Entertainment","Sucker Punch",NA,2004-09-14,1.81,9
"Sports","2K Sports","Visual Concepts",NA,2010-10-05,1.81,10
"Sports","989 Studios","Red Zone Entertainment",NA,1999-07-31,1.8,7
"Platform","Sega","Dimps Corporation / Sonic Team",NA,2003-03-09,1.8,3
"Misc","Activision","BudCat Creations",NA,2008-10-26,1.8,10
"Racing","Ubisoft","Ubisoft Reflections",NA,2014-12-02,1.79,12
"Action","LucasArts","Traveller's Tales",7.5,2011-03-22,1.79,3
"Platform","Virgin Interactive","Westwood Studios",NA,1994-10-01,1.79,10
"Action","THQ","Climax Group",NA,2001-09-21,1.78,9
"Action","Sony Computer Entertainment","Team Soho",NA,2005-01-11,1.78,1
"Racing","Rockstar Games","Rockstar San Diego",NA,2003-04-09,1.78,4
"Action","Ubisoft","Ubisoft Montreal",7.2,2018-03-27,1.78,3
"Action","Vivendi Games","Genuine",NA,2005-11-17,1.77,11
"Action","Rockstar Games","VIS Entertainment",8,2002-02-12,1.76,2
"Simulation","LucasArts","LucasArts",NA,2001-02-19,1.76,2
"Action","THQ","Helixe / Altron",NA,2007-02-27,1.76,2
"Fighting","THQ","Yuke's Osaka",8.4,2009-05-19,1.76,5
"Role-Playing","Capcom","Capcom",NA,2012-05-22,1.76,5
"Platform","THQ","Heavy Iron Studios",6.6,2004-10-27,1.76,10
"Platform","Sega","Sonic Team",NA,1994-01-23,1.76,1
"Fighting","Electronic Arts","AKI Corporation / EA Canada",NA,2004-09-20,1.76,9
"Shooter","Ubisoft","Red Storm Entertainment",NA,2002-11-11,1.76,11
"Fighting","Acclaim Entertainment","Acclaim Entertainment",NA,1999-07-31,1.76,7
"Misc","Disney Interactive Studios","Artificial Mind and Movement",6.4,2007-10-30,1.76,10
"Simulation","Electronic Arts","Maxis",NA,2004-11-09,1.76,11
"Action","Square Enix","Avalanche Studios",8.3,2010-03-23,1.75,3
"Action","Ubisoft","Ubisoft Montreal",NA,2017-02-14,1.75,2
"Sports","EA Sports","EA Tiburon",NA,1999-07-31,1.75,7
"Sports","Konami","Konami Computer Entertainment Tokyo",NA,2001-11-24,1.75,11
"Misc","THQ","Various",NA,2004-12-01,1.75,12
"Shooter","LucasArts","Pandemic Studios",NA,2004-09-20,1.75,9
"Simulation","Konami","Konami Computer Entertainment Tokyo",NA,2008-09-12,1.75,9
"Sports","EA Sports","EA Canada",8.5,2007-10-09,1.75,10
"Adventure","LucasArts","Big Ape Productions",NA,1999-08-31,1.74,8
"Sports","2K Sports","Visual Concepts",NA,2014-10-07,1.74,10
"Sports","2K Sports","Visual Concepts",NA,2018-09-11,1.74,9
"Fighting","Warner Bros. Interactive Entertainment","NetherRealm Studios",NA,2015-04-14,1.74,4
"Action-Adventure","Square Enix","Eidos Montreal",NA,2018-09-14,1.74,9
"Platform","Vivendi Games","Vicarious Visions",8.3,2002-02-25,1.73,2
"Action","989 Studios","989 Studios",4.4,1998-10-31,1.73,10
"Action","Electronic Arts","Griptonite Games",NA,2001-11-21,1.73,11
"Sports","EA Sports BIG","EA Canada",9.2,2001-11-05,1.73,11
"Shooter","Bethesda Softworks","Arkane Studios",NA,2013-04-16,1.72,4
"Shooter","Activision","Rebellion Developments",6.8,2008-11-10,1.72,11
"Fighting","Warner Bros. Interactive Entertainment","NetherRealm Studios",NA,2017-05-16,1.72,5
"Sports","Sony Computer Entertainment","Clap Hanz",NA,2004-08-17,1.72,8
"Puzzle","Warner Bros. Interactive","FarSight Studios",NA,2009-10-06,1.72,10
"Misc","Destination Software, Inc","Global Star",NA,2007-07-23,1.72,7
"Sports","EA Sports","EA Tiburon",NA,2004-08-09,1.72,8
"Action","Rockstar Games","Rockstar North",9.7,2003-10-21,1.72,10
"Shooter","Electronic Arts","Respawn Entertainment",8.9,2016-10-28,1.72,10
"Puzzle","THQ","3d6 Games",NA,2001-09-05,1.71,9
"Racing","Electronic Arts","EA Black Box",NA,2003-11-17,1.71,11
"Misc","MTV Games","Harmonix Music Systems",9,2009-09-09,1.71,9
"Shooter","Valve","Valve Software",9.6,2011-04-19,1.71,4
"Platform","Activision","Traveller's Tales",NA,1999-11-30,1.71,11
"Simulation","Ubisoft","Magic Pockets",NA,2008-08-12,1.71,8
"Shooter","Activision","Infinity Ward",8,2011-11-08,1.71,11
"Shooter","Activision","Nihilistic",3.2,2012-11-13,1.71,11
"Puzzle","Banpresto","Compile",NA,1993-12-10,1.7,12
"Sports","EA Sports","EA Canada",NA,2009-10-20,1.7,10
"Sports","Activision","Cauldron",5.5,2009-09-29,1.7,9
"Action","D3 Publisher","1st Playable Productions",NA,2007-10-30,1.7,10
"Action","Square Enix","IO Interactive",NA,2012-11-20,1.7,11
"Sports","Electronic Arts","EA Sports",8.9,2006-07-18,1.7,7
"Simulation","Electronic Arts","The Sims Studio",7.5,2010-10-26,1.69,10
"Simulation","505 Games","Cooking Mama Ltd.",NA,2009-10-20,1.69,10
"Simulation","Nintendo","Nintendo",NA,2013-04-13,1.69,4
"Shooter","Sony Computer Entertainment","Zipper Interactive",NA,2005-10-11,1.69,10
"Action","Electronic Arts","Griptonite Games",6.6,2001-11-15,1.69,11
"Action-Adventure","Warner Bros. Interactive Entertainment","Traveller's Tales",NA,2012-06-26,1.69,6
"Action","Deep Silver","Volition Inc.",NA,2013-08-20,1.69,8
"Misc","Sony Computer Entertainment","Sony Computer Entertainment America",NA,1999-10-01,1.69,10
"Fighting","THQ","Aki Corp.",NA,1997-11-16,1.69,11
"Role-Playing","Infogrames","Webfoot Technologies",6.5,2002-05-14,1.69,5
"Racing","Electronic Arts","EA Vancouver",6.3,2008-11-17,1.69,11
"Shooter","LucasArts","Rebellion Developments",7.5,2007-10-09,1.68,10
"Shooter","Namco","Namco",8.5,1997-10-31,1.68,10
